"","Zyxin","LYN.V.yes.1.Yamaguchi.sarcoma.viral.related.oncogene.homolog","Liver.mRNA.for.interferon.gamma.inducing.factor.IGIF.","GB.DEF...Homeodomain.protein.HoxA9.mRNA","INDUCED.MYELOID.LEUKEMIA.CELL.DIFFERENTIATION.PROTEIN.MCL1","Epb72.gene.exon.1","Azurocidin.gene","PPGB.Protective.protein.for.beta.galactosidase..galactosialidosis.","CD36.CD36.antigen..collagen.type.I.receptor..thrombospondin.receptor.","APLP2.Amyloid.beta..A4..precursor.like.protein.2","TIMP2.Tissue.inhibitor.of.metalloproteinase.2","C.myb.gene.extracted.from.Human..c.myb..gene..complete.primary.cds..and.five.complete.alternatively.spliced.cds","ME491..gene.extracted.from.H.sapiens.gene.for.Me491.CD63.antigen","TRANSCRIPTION.FACTOR.RELB","GB.DEF...CD36.gene.exon.15","Adenosine.triphosphatase.mRNA","RAS.RELATED.PROTEIN.RAB.1A","BSG.Basigin","CHRNA7.Cholinergic.receptor..nicotinic..alpha.polypeptide.7","PRKAR2B.Protein.kinase..cAMP.dependent..regulatory..type.II..beta","Quiescin..Q6..mRNA..partial.cds","PROTEASOME.IOTA.CHAIN","MPO.Myeloperoxidase","GB.DEF...Chloride.channel..putative..2163bp","ANPEP.Alanyl..membrane..aminopeptidase..aminopeptidase.N..aminopeptidase.M..microsomal.aminopeptidase..CD13.","MYL1.Myosin.light.chain..alkali.","AFFX.HUMTFRR.M11507_M_at..endogenous.control.","Nucleoside.diphosphate.kinase","LMNA.Lamin.A","GLUTATHIONE.S.TRANSFERASE..MICROSOMAL","ZNF42.Zinc.finger.protein.42..myeloid.specific.retinoic.acid.responsive.","GTF2E2.General.transcription.factor.TFIIE.beta.subunit..34.kD","Oncoprotein.18..Op18..gene","RNA.binding.protein.CUG.BP.hNab50..NAB50..mRNA","Clone.22.mRNA..alternative.splice.variant.alpha.1","PTGS2.Prostaglandin.endoperoxide.synthase.2..prostaglandin.G.H.synthase.and.cyclooxygenase.","HD.Huntingtin..Huntington.disease.","SLC6A8.gene..creatine.transporter..extracted.from.Human.Xq28.cosmid..creatine.transporter..SLC6A8..gene..and.CDM.gene..partial.cds","CARCINOEMBRYONIC.ANTIGEN.PRECURSOR","Metalloprotease.disintegrin.cysteine.rich.protein.precursor..MDC9..mRNA","GB.DEF...Retinoblastoma.susceptibility.protein..RB1..L486W.4.bp.deletion.mutant..resulting.in.premature.stop.at.amino.acid.490..gene..exon.16..L11910.bases.76983.77136.","Heat.Shock.Protein..70.Kda..Gb.Y00371.","COL9A2.Collagen..type.IX..alpha.2","NADH.ubiquinone.oxidoreductase.subunit.B13..B13..mRNA","Serine.Hydroxymethyltransferase..Cytosolic..Alt..Splice.2","TRYPTOPHANYL.TRNA.SYNTHETASE"
"1",0.14103308183401,0.110765401369011,0.195402298850575,0.447577729573391,0.0540747549019608,0.0401516841400848,0.0802851980270547,0.121190811064229,0.087905604719764,0.246256239600666,0.119661136604306,0.324657991324658,0.0810882197569995,0.16369578134284,0.199929353585306,0.143061516452074,0.479578392621871,0.0598301274044467,0.122067767158992,0.521178637200737,0.0127419750061259,0.379669399973968,0.0195039880358923,0.408577878103837,0.397489539748954,0.396457765667575,0.179347826086957,0.207585644371941,0.104317851959361,0.025763358778626,0.487960339943343,0.73820395738204,0.47537210372871,0.227146814404432,0.381333333333333,0.0316455696202532,0.646562905317769,0.285558384867224,0.681818181818182,0.134099616858238,0.665354330708661,0.321539416511484,0.00955414012738853,0.649819494584838,0.510316368638239,0.279374471682164
"2",0.142338943702844,0.191350342252645,0.350574712643678,0.248734634851772,0.426164215686274,0.0417131385233103,0.0600673926844753,0.233942803563057,0.179351032448378,0.122462562396007,0.299682315566537,0.103659214770326,0.095351294241944,0.29708853238265,0.180324973507594,0.353361945636624,0.600790513833992,0.196352735448414,0.0695047784535187,0.265193370165746,0.291595197255575,0.43277365612391,0.0142073778664008,0.479401805869074,0.404336249524534,0.283378746594005,0.243788819875776,0.615823817292007,0.0832728592162554,0.058206106870229,0.502124645892351,0.267884322678843,0.351542120607642,0.592797783933518,0.44,0,0.204928664072633,0.216442342670062,0.517316017316017,0.371647509578544,0.507874015748031,0.441030415890751,0.274522292993631,0.444043321299639,0.763411279229711,0.26458157227388
"3",0.142629135229251,0.0308027380211574,0.10632183908046,0.645697758496023,0.0451899509803922,0,0.104019143429213,0.0935302390998594,0.131563421828909,0.0718801996672213,0.298976350158842,0.484595706817929,0.0117538298996302,0.104872251931075,0.305192511480042,0.151645207439199,0.488801054018445,0.0864351736197852,0.11120764552563,0.370165745856354,0.0705709384954668,0.992450865547312,0.00922233300099701,0.464164785553047,0.387219475085584,0.359673024523161,0.176242236024845,0.41068515497553,0.163824383164006,0.0467557251908397,0.245042492917847,0.388127853881279,1,0.0554016620498615,0.453333333333333,0.0848101265822785,0.476005188067445,0.244816296835213,0.818181818181818,0,0.822834645669291,0.418684047175667,0.0961783439490446,0.494584837545126,0.680880330123796,0.569103972950127
"4",0.198345908299478,0.268823895457374,0.60632183908046,0.459869848156182,0.0842524509803922,0.0484050858799911,0.0851687258875812,0.180731364275668,0.120353982300885,0.163394342762063,0.248499823508648,0.587365142920699,0.0442419440042261,0.380867498514557,0.143942069939951,0.119456366237482,0.328063241106719,0.0908068948288783,0.191572545612511,0.136279926335175,0.0271992158784612,0.484446179877652,0.0121510468594217,0.468679458239278,0.328261696462533,0.30858310626703,0.0830745341614907,0.265497553017945,0.0745645863570392,0.0391221374045802,0.418555240793201,0.515981735159817,0.46800675157281,0.385041551246537,0.386666666666667,0.188607594936709,0.643968871595331,0.392870134594398,0.452380952380952,0.00383141762452107,0.413385826771654,0.716945996275605,0.170063694267516,0.15884476534296,0.559834938101788,0.199281487743026
"5",0.201247823563552,0.210640945861854,0.295977011494253,0.249457700650759,0.346660539215686,0.0785188489850547,0.0884406895541339,0.282466010314112,0.0761061946902655,0.193677204658902,0.0501235439463466,0.365142920698476,0.265583729529847,0.206476530005942,0.0697633345107736,0.329756795422031,0.538866930171278,0.148013989507869,0.052128583840139,0.121546961325967,0.281548640039206,0.666015879213849,0.0744641076769691,0.318002257336343,0.386839102320274,0.43732970027248,0.18555900621118,0.289559543230016,0.102685050798258,0.0448473282442748,0.710339943342776,1,0.434709222034679,0.434903047091413,0.605333333333333,0.1,0.347600518806744,0.201164059658057,0.816017316017316,0.272030651340996,0.586614173228346,0.911235257603973,0.162420382165605,1,0.903713892709766,0.237954353338969
"6",0.133633197910621,0.0911636589919104,0.0747126436781609,0.269703543022415,0.0283394607843137,0.0301137631050636,0.0865361136885286,0.0921237693389592,0.128023598820059,0.0938435940099834,0.198023296858454,0.347347347347347,0,0.180629827688651,0.152419639703285,0.105865522174535,0.0658761528326746,0.0793155133649763,0,0.149171270718232,0,0.532994923857868,0.0214980059820538,0,0.111449220235831,0.216621253405995,0.093944099378882,0.402936378466558,0.144412191582003,0.0149491094147583,0.330028328611898,0.313546423135464,0.638330520177996,0.601108033240997,0.530666666666667,0.208860759493671,0.14526588845655,0.225536558748636,0.456709956709957,0.268199233716475,0.889763779527559,0.185909373060211,0,0.256317689530686,0.541953232462173,0.204987320371936
"7",0.105339524085897,0.0983198506533914,0.310344827586207,0.694866232827187,0.118106617647059,0.0883337051081865,0.0824339502856864,0.197374589779653,0.0766961651917404,0.0898502495840266,0.216378397458525,0.417083750417084,0.0301109350237718,0.263220439691028,0.238078417520311,0.0135908440629471,0.246376811594203,0.107294529103173,0.108166811468288,0,0.0803724577309483,0.706625016269686,0.011154037886341,0.482505643340858,0.281095473564093,0.197547683923706,0.105590062111801,0.112969004893964,0.122278664731495,0.0451653944020356,0.43413597733711,0.362252663622527,0.398956575111247,0,0.328,0.282278481012658,0.619325551232166,0.380502000727537,0.222943722943723,0.252873563218391,0.688976377952756,0.320608317815022,0.310828025477707,0.137184115523466,0.441540577716644,0.265849535080304
"8",0.0665989553105049,0.0731176104542626,0.0718390804597701,0.342733188720174,0.032781862745098,0.131385233102833,0.105679542901792,0,0.0837758112094395,0,0.500882456759619,0.507062618173729,0.03486529318542,0.125074272133096,0.276227481455316,0,0.151515151515152,0.147764176867349,0.221112076455256,0.206261510128913,0.1058564077432,0.256930886372511,0,0.579571106094808,0.519208824648155,0.166212534059946,0.110248447204969,0.442495921696574,0.105950653120464,0.0448473282442748,0.400849858356941,0.383561643835616,0.53444836581249,0.28808864265928,0.736,0.20126582278481,0.394941634241245,0.344125136413241,0,0.0996168582375479,0.413385826771654,0.140285536933582,0.454140127388535,0.397111913357401,0.149931224209078,0.35207100591716
"9",0.0654381892048752,0.0821406347230865,0.00574712643678161,0.349963846710051,0.0908394607843137,0.0022306491188936,0.107388777652977,0.319503047351149,0.139823008849558,0.0841930116472546,0.39710554182845,0.433210988766544,0.0797675647120972,0.0790255496137849,0.22712822324267,0.247496423462089,0.296442687747036,0.190856857356982,0.105560382276281,0.154696132596685,0.0382259250183778,1,0.0138334995014955,0.529063205417607,0.336629897299353,0.653269754768392,0.093167701863354,0.814437194127243,0.176523947750363,0.044529262086514,0.247875354107649,0.589041095890411,0.997391437778119,0.831024930747922,0.4,0.0632911392405063,0.378080415045396,0.309930883957803,0.417748917748918,0.268199233716475,0.740157480314961,0.847610180012415,0.344585987261146,0.465703971119134,0.708390646492435,0.364327979712595
"10",0.169181659895531,0.0420037336652147,0.135057471264368,0.459146782357195,0.168198529411765,0.0432745929065358,0.0461005030033696,0.0672761368963901,0.102064896755162,0.075873544093178,0.382280268266855,0.163719274830386,0.0480718436344427,0.0614973262032086,0.114447191805016,0.225321888412017,0.233201581027668,0.188733449912566,0.0855777584708949,0.176795580110497,0.0612594952217594,0.664453989327086,0.0404411764705882,0.351015801354402,0.237732978318752,0.499318801089918,0.114130434782609,0.534257748776509,0.188497822931785,0.0321246819338422,0.493626062322946,0.10958904109589,0.663188583704158,0.326869806094183,0.237333333333333,0.207594936708861,0.165369649805447,0.197526373226628,0.647186147186147,0.452107279693487,0.641732283464567,0.913718187461204,0.189808917197452,0.364620938628159,0.895460797799175,0.187658495350803
